fid,tesis_adi,il_adi,sokak_adi,ilce_adi,mahalle_adi,area,num_of_buildings_between_0_15,num_of_buildings_between_15_30,num_of_buildings_between_30_50,mahalle_nüfus
854,Hanımeli Parkı,İSTANBUL,DURUSU-YENİKÖY,ARNAVUTKÖY,TERKOS,4387.5815,1,0,0,744
857,Piri Reis Parkı.,İSTANBUL,TERKOS-KARABURUN,ARNAVUTKÖY,TERKOS,2581.1077,2,1,2,744
853,Plevne Parkı,İSTANBUL,DURUSU-YENİKÖY,ARNAVUTKÖY,TERKOS,550.00507,1,0,0,744
1435,Akpınar Mesire Alanı,İSTANBUL,BALKIRI,ARNAVUTKÖY,YASSIÖREN,38652.29,1,0,0,516
1439,Yassı Ören Parkı,İSTANBUL,ÖRENBAYIRI,ARNAVUTKÖY,YASSIÖREN,1617.1942,1,0,0,516
1611,Osmangazi Parkı,İSTANBUL,BAŞKALE,ARNAVUTKÖY,YAVUZ SELİM,1301.3878,1,0,0,8697
1617,Orhangazi Parkı,İSTANBUL,HOŞSEDA,ARNAVUTKÖY,YAVUZ SELİM,909.73334,1,0,0,8697
1610,Azamet Sokak Yeşil Alan,İSTANBUL,MEHVEŞ,ARNAVUTKÖY,YAVUZ SELİM,861.39655,1,0,0,8697
1612,Hoşseda Parkı,İSTANBUL,DOĞANYOL,ARNAVUTKÖY,YAVUZ SELİM,981.0096,1,0,0,8697
1615,Karabey Sokak Yeşil Alan,İSTANBUL,ÇOLPAN,ARNAVUTKÖY,YAVUZ SELİM,12808.774,1,0,0,8697
1619,Şehit Polis İlhami Çetindere Parkı,İSTANBUL,MİTHATPAŞA,ARNAVUTKÖY,YAVUZ SELİM,1810.112,1,0,0,8697
1609,Yavuz Selim Parkı.,İSTANBUL,MEHVEŞ,ARNAVUTKÖY,YAVUZ SELİM,1102.169,1,0,0,8697
1616,Şehit Er İlyas Bozkır Parkı,İSTANBUL,TOLGA,ARNAVUTKÖY,YAVUZ SELİM,3297.6758,1,0,0,8697
848,Yeniköy Parkı,İSTANBUL,HEZARFEN AHMED ÇELEBİ,ARNAVUTKÖY,YENİKÖY,5144.3184,1,0,0,1292
1429,Yeşil Bayır Meydanı,İSTANBUL,BABA NAKKAŞ,ARNAVUTKÖY,YEŞİLBAYIR,1440.4564,9,10,21,509
360,Şehit Polis Fatih Havuz Parkı,İSTANBUL,ŞİRİNDERE,ARNAVUTKÖY,YUNUS EMRE,528.9873,1,0,0,12824
1510,Yunus Emre Parkı,İSTANBUL,30 AĞUSTOS,ARNAVUTKÖY,YUNUS EMRE,1850.7623,1,0,0,12824
361,Yaren Sokak Yeşil Alan,İSTANBUL,ŞİRİNDERE,ARNAVUTKÖY,YUNUS EMRE,1578.2911,1,0,0,12824
359,Şirindere Caddesi Rekrasyon Alanı Yeşil Alan,İSTANBUL,ŞİRİNDERE,ARNAVUTKÖY,YUNUS EMRE,5071.135,1,0,0,12824
536,Doğuş Spor Kulübü,İSTANBUL,BİNGÖL,ATAŞEHİR,AŞIKVEYSEL,4073.179,10,19,26,9787
535,Kemal Paşa Parkı,İSTANBUL,BİNGÖL,ATAŞEHİR,AŞIKVEYSEL,3176.0176,13,25,19,9787
553,Sahil Parkı,İSTANBUL,3056,ATAŞEHİR,AŞIKVEYSEL,3112.2844,22,19,35,9787
545,Sevgi Çiçeği Parkı,İSTANBUL,3056/1.,ATAŞEHİR,AŞIKVEYSEL,1707.2058,14,21,34,9787
916,Emre İncemollaoğlu Parkı,İSTANBUL,3001,ATAŞEHİR,AŞIKVEYSEL,1484.0405,9,13,11,9787
537,Orhan Veli Ortaokulu ve Aşık Veysel Lisesi Bahçesi,İSTANBUL,BİNGÖL,ATAŞEHİR,AŞIKVEYSEL,2518.1782,10,14,38,9787
428,Fırat Caddesi Parkı 2,İSTANBUL,MERİÇ,ATAŞEHİR,ATATÜRK,4165.3535,3,1,5,26035
432,Park 10 (Türk Telekom Bitişiği ),İSTANBUL,SEDEF,ATAŞEHİR,ATATÜRK,2128.6472,1,0,2,26035
429,Can Parkı,İSTANBUL,ATAPARK,ATAŞEHİR,ATATÜRK,3652.2632,1,5,5,26035
427,Ataşehir Bulvarı (33781 Parsel Önü),İSTANBUL,ŞİFA,ATAŞEHİR,ATATÜRK,18704.87,6,2,0,26035
426,Sanat Parkı,İSTANBUL,GÜLNİHAL,ATAŞEHİR,ATATÜRK,20503.377,3,5,8,26035
425,Fesleğen Parkı,İSTANBUL,3,ATAŞEHİR,ATATÜRK,2216.0396,1,1,4,26035
424,Park 2 ( Çitlenbik Cd.ili Turgut Özalı Bulvarı Arası,İSTANBUL,TURGUT ÖZAL,ATAŞEHİR,ATATÜRK,2518.8484,1,0,3,26035
423,Migros Arkası,İSTANBUL,AHMET YESEVİ,ATAŞEHİR,ATATÜRK,3932.0525,1,1,2,26035
422,Özgürlük Parkı,İSTANBUL,AHMET YESEVİ,ATAŞEHİR,ATATÜRK,4213.299,1,1,4,26035
421,Emek Evler 1 Parkı,İSTANBUL,DUDULLU,ATAŞEHİR,ATATÜRK,3797.536,1,2,3,26035
420,Emek Evler 2 Parkı,İSTANBUL,DUDULLU,ATAŞEHİR,ATATÜRK,4182.368,1,3,4,26035
419,Golf Sahası,İSTANBUL,ATAŞEHİR,ATAŞEHİR,ATATÜRK,42667.945,2,2,4,26035
418,Golf Klubü Ve Yanı,İSTANBUL,KEREMBEY,ATAŞEHİR,ATATÜRK,46022.496,15,4,8,26035
417,Park 8 (2.Cd İle Dicle Cd.Keşişimi),İSTANBUL,2,ATAŞEHİR,ATATÜRK,15054.521,1,5,2,26035
416,Park 5 (Ataşehir Bulvarı Ve Ali Kuşçu Cd.Kesişimi ),İSTANBUL,ÇİFTLİK,ATAŞEHİR,ATATÜRK,10915.742,5,6,9,26035
415,Fırat Caddesi Parkı 1,İSTANBUL,23 NİSAN,ATAŞEHİR,ATATÜRK,5381.8037,3,1,6,26035
414,Emek Evler 3 Parkı,İSTANBUL,DUDULLU,ATAŞEHİR,ATATÜRK,3646.565,1,0,7,26035
412,8 Mart Kadın Eli Parkı,İSTANBUL,AHMET YESEVİ,ATAŞEHİR,ATATÜRK,13733.552,3,8,3,26035
409,Kilisli Mustafa Kanat Camii Bahçesi,İSTANBUL,VEDAT GÜNYOL,ATAŞEHİR,ATATÜRK,5375.6426,2,3,4,26035
407,"Park 6 (4. Cad,İle Ataşehir Bulvarı Kesişimi)",İSTANBUL,GİRNE,ATAŞEHİR,ATATÜRK,2379.7563,2,0,3,26035
406,Park 4 (Meriç Cad. Ve Ali Kuşçu Cd.Keşişimi),İSTANBUL,ORTANCA,ATAŞEHİR,ATATÜRK,14429.009,8,5,6,26035
403,Park 9 (Fırat Cad. Karşısı),İSTANBUL,DEREBOYU,ATAŞEHİR,ATATÜRK,4558.9893,2,4,5,26035
397,Ataşehir Anadolu Lisesi Bahçesi,İSTANBUL,DEREBOYU,ATAŞEHİR,ATATÜRK,11395.29,3,5,5,26035
396,Ataşehir Köpek Parkı,İSTANBUL,DEREBOYU,ATAŞEHİR,ATATÜRK,3366.086,5,4,10,26035
395,Kadriye Faik İlkokulu/Sait Cordan Ortaokulu Bahçesi,İSTANBUL,DEREBOYU,ATAŞEHİR,ATATÜRK,3879.6914,3,5,1,26035
402,Bülent Ecevit Parkı,İSTANBUL,HALK,ATAŞEHİR,BARBAROS,8807.975,5,1,7,23796
408,Ataşehir Spor Tesisi,İSTANBUL,FESLEĞEN,ATAŞEHİR,BARBAROS,10476.934,6,2,1,23796
400,Doğa Koleji Bahçesi,İSTANBUL,HALK,ATAŞEHİR,BARBAROS,8133.499,5,2,1,23796
918,15 Temmuz Şehitler ve Demokrasi Parkı 2.,İSTANBUL,BEGONYA,ATAŞEHİR,BARBAROS,3828.2637,1,1,4,23796
4506,Habire Yahşi Anadolu Lisesi Bahçesi,İSTANBUL,YAVUZLAR,ATAŞEHİR,BARBAROS,5259.4595,2,1,10,23796
917,15 Temmuz Şehitler ve Demokrasi Parkı 1.,İSTANBUL,BEGONYA,ATAŞEHİR,BARBAROS,2495.775,1,3,3,23796
430,Mimar Sinan Parkı,İSTANBUL,LALE,ATAŞEHİR,BARBAROS,41452.094,6,1,1,23796
4858,Örnek Karakol Karşısı,İSTANBUL,HALK,ATAŞEHİR,BARBAROS,9163.599,1,2,6,23796
913,Defne Parkı,İSTANBUL,3064,ATAŞEHİR,BARBAROS,2077.8794,4,16,25,23796
2950,Kavşak Parkı (Barbaros  Mah. Paladyum AVM Yanı),İSTANBUL,YAVUZLAR,ATAŞEHİR,BARBAROS,13101.641,1,5,19,23796
4627,Cumhuriyet Meydanı,İSTANBUL,AK ZAMBAK,ATAŞEHİR,BARBAROS,22649.5,1,4,7,23796
4628,İSKİ İsale Hattı,İSTANBUL,AK ZAMBAK,ATAŞEHİR,BARBAROS,6493.021,2,4,2,23796
919,15 Temmuz Şehitler ve Demokrasi Parkı 3.,İSTANBUL,BEGONYA,ATAŞEHİR,BARBAROS,4002.0222,1,3,2,23796
540,Esatpaşa Futbol Sahası,İSTANBUL,RAMİ,ATAŞEHİR,ESATPAŞA,12510.431,5,30,41,25596
533,İsmet İnönü Parkı,İSTANBUL,ÇİĞDEMLİ,ATAŞEHİR,ESATPAŞA,3249.9136,12,15,22,25596
534,Çınar Parkı,İSTANBUL,ZİYAPAŞA,ATAŞEHİR,ESATPAŞA,1372.0765,8,7,12,25596
538,Ali Nihat Tarlan İlköğretim Bahçesi,İSTANBUL,SORGUN,ATAŞEHİR,ESATPAŞA,4889.498,14,25,33,25596
539,Mehmet Akif Parkı,İSTANBUL,ZİYAPAŞA,ATAŞEHİR,ESATPAŞA,7648.387,10,19,33,25596
541,Esatpaşa Anaokulu Bahçesi,İSTANBUL,ERCİYES,ATAŞEHİR,ESATPAŞA,3019.698,8,9,19,25596
542,Mehmet Rauf Meslek ve Anadolu Lisesi Bahçesi,İSTANBUL,ZAHİR,ATAŞEHİR,ESATPAŞA,2867.7322,9,17,24,25596
543,Otopark (Bayındır Sk. Mehmet Katip Sk. ile Hacı Bekir Caddesi Kesişimi),İSTANBUL,ZİYAPAŞA,ATAŞEHİR,ESATPAŞA,2552.9712,17,20,37,25596
548,Esatpaşa Parkı,İSTANBUL,HACIBEKİR,ATAŞEHİR,ESATPAŞA,5717.5146,20,14,31,25596
549,Papatya Parkı,İSTANBUL,AŞIK VEYSEL,ATAŞEHİR,ESATPAŞA,5774.793,23,16,39,25596
551,Esatpaşa İETT (Araç Park Alanı- Aynı Zamanda TRANSFER ALANIDIR.),İSTANBUL,GÜLŞEN,ATAŞEHİR,ESATPAŞA,2130.0728,6,13,24,25596
529,Akşemseddin Parkı,İSTANBUL,NİMET,ATAŞEHİR,ESATPAŞA,2374.196,10,5,6,25596
530,Aşık Veysel Parkı,İSTANBUL,NİMET,ATAŞEHİR,ESATPAŞA,10926.311,18,10,33,25596
531,Yunus Emre Parkı,İSTANBUL,NİMET,ATAŞEHİR,ESATPAŞA,2811.567,4,6,7,25596
532,Botanik Parkı,İSTANBUL,ÇİĞDEMLİ,ATAŞEHİR,ESATPAŞA,2681.6047,6,6,11,25596
1247,Kurban Kesim Alanı,İSTANBUL,BÜYÜKBAKKALKÖY,ATAŞEHİR,FERHATPAŞA,28580.705,1,0,0,14897
4292,Mustafa Öncel İlköğretim ve Ortaokulu Bahçesi,İSTANBUL,SAMANDIRA,ATAŞEHİR,FERHATPAŞA,2349.0957,1,0,0,14897
3696,Süleyman Özyiğit Parkı,İSTANBUL,FERHATPAŞA YOLU,ATAŞEHİR,FERHATPAŞA,2173.8584,1,0,0,14897
1973,Mustafa Zeki Demir İlokulu Bahçesi,İSTANBUL,ÜSKÜDAR,ATAŞEHİR,FERHATPAŞA,1031.1759,2,1,3,14897
4291,Necmettin Erbakan Parkı,İSTANBUL,SAMANDIRA,ATAŞEHİR,FERHATPAŞA,18938.74,4,23,22,14897
546,Günaydın Parkı,İSTANBUL,YAĞMUR,ATAŞEHİR,FETİH,2265.0923,12,8,16,9229
4855,Fetih Parkı,İSTANBUL,LİBADİYE,ATAŞEHİR,FETİH,2757.2625,4,2,5,9229
544,Fetih İMKB İlkokulu Bahçesi,İSTANBUL,ADNAN MENDERES,ATAŞEHİR,FETİH,4637.8813,8,14,25,9229
4854,Buhara Parkı,İSTANBUL,TAHRALI,ATAŞEHİR,FETİH,10882.805,6,1,4,9229
4853,Açelya Parkı,İSTANBUL,TAHRALI,ATAŞEHİR,FETİH,2170.4697,4,1,1,9229
4399,Yazgülü Parkı,İSTANBUL,LİBADİYE,ATAŞEHİR,FETİH,1933.4834,8,6,16,9229
547,Bağımsızlık Bulvarı,İSTANBUL,YAĞMUR,ATAŞEHİR,FETİH,8167.799,55,36,55,9229
5448,Muhtar Tacim Ayvadaş Parkı,İSTANBUL,ABDİ İPEKÇİ,ATAŞEHİR,İÇERENKÖY,9963.1045,29,2,23,57962
5450,Şeker Evler Bahar Parkı,İSTANBUL,OYACI,ATAŞEHİR,İÇERENKÖY,3356.35,12,5,17,57962
5451,İçerenköy Spor Kulübü,İSTANBUL,AYDIN,ATAŞEHİR,İÇERENKÖY,10723.12,15,10,14,57962
5249,Menekşe Parkı,İSTANBUL,KAYIŞDAĞI,ATAŞEHİR,İÇERENKÖY,1725.5144,10,9,17,57962
3085,Hasan Leyli Ortaokulu Bahçesi,İSTANBUL,CEVAHİR,ATAŞEHİR,İÇERENKÖY,4266.719,9,7,14,57962
1060,Pirsultan Parkı,İSTANBUL,AKARSU,ATAŞEHİR,İÇERENKÖY,2115.2898,11,6,17,57962
5412,Fatih Sultan Mehmet Hastanesi Otoparkı,İSTANBUL,HASTAHANE,ATAŞEHİR,İÇERENKÖY,13381.249,8,10,21,57962
5447,Huzur Hoca Parkı,İSTANBUL,SİBEL,ATAŞEHİR,İÇERENKÖY,1708.8983,11,10,15,57962
5449,Yahya Kemal Beyatlı Ortaokulu Bahçesi,İSTANBUL,ECE,ATAŞEHİR,İÇERENKÖY,1312.5165,5,4,7,57962
5248,Meskenler Parkı,İSTANBUL,KAYIŞDAĞI,ATAŞEHİR,İÇERENKÖY,4984.4194,1,13,13,57962
5246,Şehit Coşkun Hacıoğlu Parkı,İSTANBUL,KAYIŞDAĞI,ATAŞEHİR,İÇERENKÖY,3396.0315,10,11,15,57962
2948,İçerenköy Carrefour Otopark,İSTANBUL,KAYIŞDAĞI,ATAŞEHİR,İÇERENKÖY,58337.996,6,0,1,57962
5254,Kanuni Sultan Süleyman İlkokulu Bahçesi,İSTANBUL,KAYIŞDAĞI,ATAŞEHİR,İÇERENKÖY,1811.4312,11,8,14,57962
5251,Nuri Cıngıllıoğlu Lisesi Bahçesi ve Yanı,İSTANBUL,KAYIŞDAĞI,ATAŞEHİR,İÇERENKÖY,7785.109,9,7,9,57962
5250,Kurucular Sitesi,İSTANBUL,KAYIŞDAĞI,ATAŞEHİR,İÇERENKÖY,1831.7131,8,10,13,57962
1070,Şehit Öğretmen Mehmet Fidan Ortaokulu Bahçesi,İSTANBUL,ÇAMAŞIRCI DERESİ,ATAŞEHİR,İNÖNÜ,3337.6824,6,13,14,25605
1072,Sevgi Çiçeği Parkı.,İSTANBUL,ÜNİVERSİTE,ATAŞEHİR,İNÖNÜ,1099.3776,2,5,14,25605
1064,Ekrem Bakırhan Parkı,İSTANBUL,ÇAMAŞIRCI DERESİ,ATAŞEHİR,İNÖNÜ,463.92166,1,3,7,25605
1002,80. Yıl Parkı,İSTANBUL,AKDENİZ,ATAŞEHİR,KAYIŞDAĞI,19628.137,11,21,25,32928
398,Cahit Zarifoğlu İmam Hatip Lisesi Bahçesi,İSTANBUL,DUDULLU,ATAŞEHİR,KAYIŞDAĞI,6312.456,9,2,9,32928
399,Erenköy Gümrük Satış Ofisi Otoparkı,İSTANBUL,DUDULLU,ATAŞEHİR,KAYIŞDAĞI,9626.728,5,6,8,32928
3087,Kayışoağı Arif Paşa Ortaokulu Bahçesi,İSTANBUL,KAYIŞDAĞI,ATAŞEHİR,KAYIŞDAĞI,3539.931,6,7,4,32928
3084,Celal Yardımcı İlkokulu Bahçesi,İSTANBUL,KAYIŞDAĞI,ATAŞEHİR,KAYIŞDAĞI,7270.3286,6,10,18,32928
1000,Yarbay Ali Tatar Parkı,İSTANBUL,AKDENİZ,ATAŞEHİR,KAYIŞDAĞI,7559.4385,14,13,25,32928
1001,Fenerbahçe Koleji Bahçesi,İSTANBUL,AKDENİZ,ATAŞEHİR,KAYIŞDAĞI,13127.995,5,15,23,32928
5245,Erguvan Parkı,İSTANBUL,KOCAYUSUF,ATAŞEHİR,KÜÇÜKBAKKALKÖY,1594.8148,11,10,14,23443
401,Beyaz Fırın Önü Parkı,İSTANBUL,HALK,ATAŞEHİR,KÜÇÜKBAKKALKÖY,1855.3789,1,4,9,23443
5247,Kemal Berkten Ortaokulu Bahçesi,İSTANBUL,CELAL DORA,ATAŞEHİR,KÜÇÜKBAKKALKÖY,2483.152,10,14,20,23443
5257,Nazım Hikmet Parkı 1,İSTANBUL,OKAN,ATAŞEHİR,KÜÇÜKBAKKALKÖY,2109.5833,1,2,3,23443
3086,Begonya Parkı,İSTANBUL,KAYIŞDAĞI,ATAŞEHİR,KÜÇÜKBAKKALKÖY,1878.5015,4,6,3,23443
5258,Nazım Hikmet Parkı 2,İSTANBUL,ŞERİF ALİ,ATAŞEHİR,KÜÇÜKBAKKALKÖY,9053.846,1,7,1,23443
404,Sarı Karanfil Sokak Yeşil Alan,İSTANBUL,VEDAT GÜNYOL,ATAŞEHİR,KÜÇÜKBAKKALKÖY,973.028,5,7,14,23443
410,Erguvan Barış Parkı,İSTANBUL,AHMET YESEVİ,ATAŞEHİR,KÜÇÜKBAKKALKÖY,31546.146,24,11,17,23443
411,Nergis Parkı,İSTANBUL,AHMET YESEVİ,ATAŞEHİR,KÜÇÜKBAKKALKÖY,876.5034,1,4,7,23443
413,Mimoza Parkı,İSTANBUL,AHMET YESEVİ,ATAŞEHİR,KÜÇÜKBAKKALKÖY,2433.6536,2,4,6,23443
5252,3 Mayıs Park,İSTANBUL,ALİ AY,ATAŞEHİR,KÜÇÜKBAKKALKÖY,1886.2833,8,5,17,23443
5253,Muhtarlık Parkı,İSTANBUL,MAVİDENİZ,ATAŞEHİR,KÜÇÜKBAKKALKÖY,1052.1077,7,4,6,23443
5255,Mustafa Kemal Anadolu Lisesi  Bahçesi,İSTANBUL,KOCACEVİZ,ATAŞEHİR,KÜÇÜKBAKKALKÖY,2671.045,2,3,3,23443
5256,Faik Somer Lisesi Bahçesi,İSTANBUL,SÖĞÜT,ATAŞEHİR,KÜÇÜKBAKKALKÖY,3490.7583,4,4,6,23443
405,Pazar Alanı (Sosyete Pazarı),İSTANBUL,DEREBOYU,ATAŞEHİR,KÜÇÜKBAKKALKÖY,7708.075,4,5,9,23443
1006,Aksekilli Mehmet Uslu Camii Karşısı Boş Alan,İSTANBUL,EVRENBEY,ATAŞEHİR,MEVLANA,8201.921,3,0,1,13878
1003,Piri Reis İlkokul Bahçesi,İSTANBUL,KUŞKONMAZ,ATAŞEHİR,MEVLANA,4429.886,6,7,19,13878
1004,Şehit Öğretmen  Hüseyin Ağırman Parkı,İSTANBUL,KUŞKONMAZ,ATAŞEHİR,MEVLANA,8836.572,2,2,3,13878
1005,Mevlana  MTA Lisesi Bahçesi,İSTANBUL,FATİHBEY,ATAŞEHİR,MEVLANA,6031.097,3,1,3,13878
1007,İbrahim Müteferrika MTA Lisesi Bahçesi,İSTANBUL,ORUÇLU,ATAŞEHİR,MEVLANA,5269.2534,4,2,6,13878
1009,Şehit Bnb. Ömer Aktuğ Parkı,İSTANBUL,YEDİ İKLİM,ATAŞEHİR,MEVLANA,7534.334,3,1,5,13878
999,30 Ağustos Parkı,İSTANBUL,SÜMBÜL,ATAŞEHİR,MEVLANA,11193.183,10,12,14,13878
1972,YEDPA Karşısı Boş Alan (Aynı Zamanda TRANSFER ALANIDIR.),İSTANBUL,BETÜL,ATAŞEHİR,MİMAR SİNAN,41863.527,3,10,22,7089
912,Deniz Gezmiş Parkı,İSTANBUL,3064,ATAŞEHİR,MUSTAFA KEMAL,15573.143,11,25,28,10866
915,Pir Sultan Abdal Parkı ve Cem Evi Bahçesi,İSTANBUL,3078,ATAŞEHİR,MUSTAFA KEMAL,10214.013,26,17,39,10866
1135,Takva Camii Bahçesi,İSTANBUL,KANUNİ NAZIMBEY,ATAŞEHİR,ÖRNEK,1118.641,5,6,9,22333
1122,Şehit Jandarma Er Fatih Çaybaşı Parkı,İSTANBUL,ERCÜMENT BATANAY,ATAŞEHİR,ÖRNEK,21902.512,4,15,22,22333
1134,İhsan Kurşunoğlu Ortaokulu Bahçesi,İSTANBUL,ABDÜLKERİM ŞEBİK,ATAŞEHİR,ÖRNEK,3273.2007,5,4,15,22333
1133,Atatürk 2 Parkı,İSTANBUL,ABDÜLKERİM ŞEBİK,ATAŞEHİR,ÖRNEK,1801.5005,15,8,18,22333
1125,Dr. Suphi Ezgi Sokak Parkı,İSTANBUL,ERCÜMENT BATANAY,ATAŞEHİR,ÖRNEK,1035.8744,12,4,16,22333
1132,Yasemin Parkı,İSTANBUL,DR. SUPHİ EZGİ,ATAŞEHİR,ÖRNEK,2873.1106,27,2,36,22333
1128,Öğretmen Evleri Parkı,İSTANBUL,ERCÜMENT BATANAY,ATAŞEHİR,ÖRNEK,2967.267,7,19,23,22333
1137,Nilüfer Parkı,İSTANBUL,SOMUNCUBABA,ATAŞEHİR,ÖRNEK,2858.1853,26,11,26,22333
1136,Libadiye Spor Kulübü,İSTANBUL,AKMEŞE,ATAŞEHİR,ÖRNEK,3468.3357,5,6,2,22333
1011,Acarlar 1,İSTANBUL,DURSUNBEY,ATAŞEHİR,YENİ ÇAMLICA,985.7778,3,1,0,9729
4297,Çağrıbey İlkokulu Bahçesi,İSTANBUL,AKŞEMSETTİN,ATAŞEHİR,YENİ ÇAMLICA,2385.0154,2,3,3,9729
4298,Acarlar 4,İSTANBUL,AKŞEMSETTİN,ATAŞEHİR,YENİ ÇAMLICA,1128.4883,2,2,2,9729
4296,Acarlar 3,İSTANBUL,AKŞEMSETTİN,ATAŞEHİR,YENİ ÇAMLICA,1466.516,2,0,2,9729
4293,Kardelen Parkı,İSTANBUL,ÜSKÜDAR,ATAŞEHİR,YENİ ÇAMLICA,3027.1143,8,9,20,9729
2124,Acarlar 5,İSTANBUL,DURSUNBEY,ATAŞEHİR,YENİ ÇAMLICA,770.79364,2,2,3,9729
4934,Acarlar 2,İSTANBUL,NECİP FAZIL,ATAŞEHİR,YENİ ÇAMLICA,942.31006,3,1,3,9729
5321,Acarlar 7,İSTANBUL,BALABAN,ATAŞEHİR,YENİ ÇAMLICA,572.20215,3,1,2,9729
5320,Acarlar 6,İSTANBUL,BALABAN,ATAŞEHİR,YENİ ÇAMLICA,571.31464,2,3,3,9729
4750,Acarlar 8,İSTANBUL,DURSUNBEY,ATAŞEHİR,YENİ ÇAMLICA,2948.5005,1,2,1,9729
1974,Aybike Parkı,İSTANBUL,SAKARYA,ATAŞEHİR,YENİ ÇAMLICA,769.3812,12,12,27,9729
1012,Şehit Haşim Usta İmam Hatip Ortaokulu Bahçesi,İSTANBUL,DURSUNBEY,ATAŞEHİR,YENİ ÇAMLICA,4910.834,5,6,11,9729
914,Yeni Sahra Spor Kulübü,İSTANBUL,ORDU,ATAŞEHİR,YENİSAHRA,6766.3335,1,4,16,7291
1124,Yeni Sahra Öğretmen Nuriye Duriye Endürüst  Ortaokulu Bahçesi,İSTANBUL,KARAMAN,ATAŞEHİR,YENİSAHRA,4778.781,15,15,43,7291
1123,İpek Parkı,İSTANBUL,KARAMAN,ATAŞEHİR,YENİSAHRA,3704.7031,1,7,17,7291
1008,Ataşehir Belediye Garajı Yanı Yeşil Alan,İSTANBUL,NECİP FAZIL,ATAŞEHİR,YENİŞEHİR,4631.9863,1,1,2,8622
1013,İmar İskan Parkı 2,İSTANBUL,NECİP FAZIL,ATAŞEHİR,YENİŞEHİR,2700.489,2,0,1,8622
1010,Kanuni Nizam Parkı,İSTANBUL,NECİP FAZIL,ATAŞEHİR,YENİŞEHİR,2019.0837,6,2,3,8622
431,Ali İhsan Hayırlıoğlu Ortaokulu ve Yunus Emre Özel Egitim Uygulama  Okulu Bahçeleri,İSTANBUL,PAZAR,ATAŞEHİR,YENİŞEHİR,17041.309,4,3,8,8622
4933,İmar İskan Parkı 1,İSTANBUL,BARAJ YOLU,ATAŞEHİR,YENİŞEHİR,4031.912,1,2,5,8622
3746,Şehit Topçu Er Selçuk Adalı Parkı,İSTANBUL,NEHİR,AVCILAR,AMBARLI,1526.8784,9,4,11,27723
4331,Mehmet Baydar Anadolu Lisesi Bahçesi,İSTANBUL,REŞİTPAŞA,AVCILAR,AMBARLI,2822.348,3,3,4,27723
4497,İHKİB Avcılar Mesleki ve Teknik Lisesi Bahçesi ve Yanı,İSTANBUL,DR.SADIK AHMET,AVCILAR,AMBARLI,4833.4727,23,2,27,27723
5574,Mehmet Baydar Anadolu Lisesi Arkası,İSTANBUL,ŞAHİN,AVCILAR,AMBARLI,1454.2147,6,3,7,27723
4332,Avcılar Saide Zorlu Ticaret Meslek Lisesi Bahçesi,İSTANBUL,REŞİTPAŞA,AVCILAR,AMBARLI,3380.1016,6,6,10,27723
3745,İnönü Ortaokulu Bahçesi,İSTANBUL,NEHİR,AVCILAR,AMBARLI,6393.498,10,8,17,27723
5572,23 Nisan Parkı,İSTANBUL,MARMARA SAHİL,AVCILAR,AMBARLI,262.31494,4,7,11,27723
3756,Halide Edip Adıvar Parkı,İSTANBUL,HARMANYERİ,AVCILAR,AMBARLI,4123.8384,7,10,16,27723
5573,Naim Süleymanoğlu Sok. Toplanma Alanı,İSTANBUL,TESİSLER AMBARLI YOLU,AVCILAR,AMBARLI,3086.7327,4,2,4,27723
5563,İnönü İlkokulu Bahçesi,İSTANBUL,ETİBANK TESİSLER YOLU,AVCILAR,AMBARLI,3143.5488,9,5,13,27723
5564,Ambarlı Mh. Kapalı Semt Pazarı,İSTANBUL,ETİBANK TESİSLER YOLU,AVCILAR,AMBARLI,8643.989,15,5,15,27723
4342,Şehit Ayhan Arslan Sok. Toplanma Alanı,İSTANBUL,MERİÇ,AVCILAR,CİHANGİR,13003.372,8,1,4,49314
3747,Avcılar Saide Zorlu Ticaret Meslek Lisesi Karşısı,İSTANBUL,REŞİTPAŞA,AVCILAR,CİHANGİR,11732.747,13,14,23,49314
1193,Osman Özbek Parkı,İSTANBUL,E-5 YANYOL (LONDRA ASFALTI),AVCILAR,CİHANGİR,6725.5947,12,2,5,49314
1195,Petrol Ofisi Caddesi E-5 Yanyol Katılımındaki Park Alanı,İSTANBUL,E-5 YANYOL (LONDRA ASFALTI),AVCILAR,CİHANGİR,6045.033,1,1,1,49314
1197,Yaylı Sok. Toplanma Alanı,İSTANBUL,E-5 YANYOL (LONDRA ASFALTI),AVCILAR,CİHANGİR,5102.944,3,2,1,49314
4346,Avcılar Anadolu Lisesi Bahçesi,İSTANBUL,FISTIK,AVCILAR,CİHANGİR,2914.5032,5,8,8,49314
4343,Cihangir İlkokul-Ortaokul Bahçesi,İSTANBUL,KALEM,AVCILAR,CİHANGİR,3429.2349,13,13,19,49314
4341,Cihangir Kaymakamlık Bahçesi,İSTANBUL,SEBZECİ,AVCILAR,CİHANGİR,12104.068,25,9,28,49314
4340,Uğur Mumcu Parkı,İSTANBUL,KİBELE,AVCILAR,CİHANGİR,2282.912,11,8,18,49314
4339,Mareşal Fevzi Çakmak İlkokulu Bahçesi,İSTANBUL,OSMANPAŞA,AVCILAR,CİHANGİR,3552.6528,16,2,15,49314
4338,Eyüp Çolakoğlu Parkı,İSTANBUL,SALİM BEY,AVCILAR,CİHANGİR,1969.2449,6,6,8,49314
